env_name,delta,threshold_idx,opt_budget,opt_utd,opt_critic_params,data_efficiency,compute
h1-stand-v0,1000000000000.0,9,1.870782785194081e+17,1.2934618097453356,20877860.802420426,174981.4484313239,1.2096830088084194e+16
h1-stand-v0,1000000000000.0,10,1.9496447980305334e+17,1.339230864416054,22327671.287639312,181101.37245079502,1.3863107352258302e+16
h1-stand-v0,1000000000000.0,11,2.149759111888505e+17,3.3075260251920953,14924467.256233739,190857.37138192018,2.4118539806930296e+16
h1-stand-v0,1000000000000.0,12,2.3089168661633114e+17,1.963250340281568,20877860.802420426,208964.900107375,2.1926786508956132e+16
h1-stand-v0,1000000000000.0,13,2.3937655546757062e+17,2.1791202632422295,18254550.091424376,217252.85405059077,2.212370141697983e+16
h1-stand-v0,1000000000000.0,14,2.4496741951032032e+17,2.4187262440468205,18254550.091424376,220090.37072827268,2.487704878204763e+16
h1-stand-v0,1000000000000.0,15,2.4409521267022403e+17,2.5043127011522497,18254550.091424376,218521.49754109743,2.557371512912658e+16
h1-stand-v0,1000000000000.0,16,2.5136337779563334e+17,2.256228279660617,20877860.802420426,224313.54970217482,2.704982809345851e+16
h1-stand-v0,1000000000000.0,17,2.5099643589611014e+17,2.33606475778728,23878160.21223188,219633.02120519843,3.1363414690911716e+16
h1-stand-v0,1000000000000.0,18,2.6841099265442662e+17,2.878033952940822,20877860.802420426,232627.48558289686,3.578350707152975e+16
h1-stand-v0,1000000000000.0,19,2.9554679868019245e+17,2.6846781897831113,17069221.00875599,264515.6870003839,3.1031111679808572e+16
humanoid-stand,1000000000000.0,0,1.6403374004173962e+17,511.9999999999996,5.203487318096582,164032.62128760896,1118754130656.247
humanoid-stand,1000000000000.0,1,1.8605447242659875e+17,48.12213555743618,112235.46563566475,183517.05797837232,2537414448226435.5
humanoid-stand,1000000000000.0,2,2.145837624524566e+17,15.81561324652073,320865.73013442074,211831.81257945253,2751949873004104.0
humanoid-stand,1000000000000.0,3,2.0616833424072378e+17,15.81561324652073,705453.2714222785,200443.2011983403,5725133042383455.0
humanoid-stand,1000000000000.0,4,2.4233400607062592e+17,6.865021382982707,1301910.005900903,236913.34383618436,5420662234441567.0
humanoid-stand,1000000000000.0,5,2.5471780469677085e+17,9.066853702921467,1551004.8952622851,245866.46439396855,8851340302802304.0
